"","pubmed_label","pmid"
"2383","randomized controlled trial","28953493"
"2384","randomized controlled trial","28952897"
"2385","randomized controlled trial","28952887"
"2386","randomized controlled trial","28952607"
"2387","randomized controlled trial","28952325"
"2388","randomized controlled trial","28951431"
"2389","randomized controlled trial","28951236"
"2390","randomized controlled trial","28950424"
"2391","randomized controlled trial","28950421"
"2392","randomized controlled trial","28950380"
"2393","randomized controlled trial","28950158"
"2394","randomized controlled trial","28948980"
"2395","randomized controlled trial","28948656"
"2396","randomized controlled trial","28946761"
"2397","randomized controlled trial","28946541"
"2398","randomized controlled trial","28946540"
"2399","randomized controlled trial","28946539"
"2400","randomized controlled trial","28946534"
"2401","randomized controlled trial","28946532"
"2402","randomized controlled trial","28946516"
"2403","randomized controlled trial","28943477"
"2404","randomized controlled trial","28943191"
"2405","randomized controlled trial","28941936"
"2406","randomized controlled trial","28941598"
"2407","randomized controlled trial","28941039"
"2408","randomized controlled trial","28940301"
"2409","randomized controlled trial","28940259"
"2410","randomized controlled trial","28940096"
"2411","randomized controlled trial","28939682"
"2412","randomized controlled trial","28939648"
"2413","randomized controlled trial","28939407"
"2414","randomized controlled trial","28939330"
"2415","randomized controlled trial","28937450"
"2416","randomized controlled trial","28935775"
"2417","randomized controlled trial","28934746"
"2418","randomized controlled trial","28929925"
"2419","randomized controlled trial","28929521"
"2420","randomized controlled trial","28927869"
"2421","randomized controlled trial","28927647"
"2422","randomized controlled trial","28927636"
"2423","randomized controlled trial","28927565"
"2424","randomized controlled trial","28927484"
"2425","randomized controlled trial","28926855"
"2426","randomized controlled trial","28926676"
"2427","randomized controlled trial","28924870"
"2428","randomized controlled trial","28924729"
"2429","randomized controlled trial","28923985"
"2430","randomized controlled trial","28923705"
"2431","randomized controlled trial","28922787"
"2432","randomized controlled trial","28922784"
"2433","randomized controlled trial","28922734"
"2434","randomized controlled trial","28922211"
"2435","randomized controlled trial","28921624"
"2436","randomized controlled trial","28921338"
"2437","randomized controlled trial","28919502"
"2438","randomized controlled trial","28919191"
"2439","randomized controlled trial","28918652"
"2440","randomized controlled trial","28918548"
"2441","randomized controlled trial","28918212"
"2442","randomized controlled trial","28918083"
"2443","randomized controlled trial","28917678"
"2444","randomized controlled trial","28917619"
"2445","randomized controlled trial","28917618"
"2446","randomized controlled trial","28917126"
"2447","randomized controlled trial","28916164"
"2448","randomized controlled trial","28914726"
"2449","randomized controlled trial","28914724"
"2450","randomized controlled trial","28914713"
"2451","randomized controlled trial","28914592"
"2452","randomized controlled trial","28913575"
"2453","randomized controlled trial","28913543"
"2454","randomized controlled trial","28912054"
"2455","randomized controlled trial","28910675"
"2456","randomized controlled trial","28906317"
"2457","randomized controlled trial","28903949"
"2458","randomized controlled trial","28903787"
"2459","randomized controlled trial","28903576"
"2460","randomized controlled trial","28902067"
"2461","randomized controlled trial","28902035"
"2462","randomized controlled trial","28901660"
"2463","randomized controlled trial","28901333"
"2464","randomized controlled trial","28899879"
"2465","randomized controlled trial","28899651"
"2466","randomized controlled trial","28895005"
"2467","randomized controlled trial","28893676"
"2468","randomized controlled trial","28893574"
"2469","randomized controlled trial","28893496"
"2470","randomized controlled trial","28893454"
"2471","randomized controlled trial","28893130"
"2472","randomized controlled trial","28892807"
"2473","randomized controlled trial","28892591"
"2474","randomized controlled trial","28891824"
"2475","randomized controlled trial","28891446"
"2476","randomized controlled trial","28891445"
"2477","randomized controlled trial","28891367"
"2478","randomized controlled trial","28891027"
"2479","randomized controlled trial","28890996"
"2480","randomized controlled trial","28890081"
"2481","randomized controlled trial","28888762"
"2482","randomized controlled trial","28888614"
"2483","randomized controlled trial","28888220"
"2484","randomized controlled trial","28887752"
"2485","randomized controlled trial","28887245"
"2486","randomized controlled trial","28887068"
"2487","randomized controlled trial","28886590"
"2488","randomized controlled trial","28885667"
"2489","randomized controlled trial","28885279"
"2490","randomized controlled trial","28884881"
"2491","randomized controlled trial","28881462"
"2492","randomized controlled trial","28881147"
"2493","randomized controlled trial","28876332"
"2494","randomized controlled trial","28874502"
"2495","randomized controlled trial","28873333"
"2496","randomized controlled trial","28872898"
"2497","randomized controlled trial","28871893"
"2498","randomized controlled trial","28871849"
"2499","randomized controlled trial","28871506"
"2500","randomized controlled trial","28870743"
"2501","randomized controlled trial","28870494"
"2502","randomized controlled trial","28870405"
"2503","randomized controlled trial","28869160"
"2504","randomized controlled trial","28868610"
"2505","randomized controlled trial","28867396"
"2506","randomized controlled trial","28866468"
"2507","randomized controlled trial","28866315"
"2508","randomized controlled trial","28865237"
"2509","randomized controlled trial","28864265"
"2510","randomized controlled trial","28864073"
"2511","randomized controlled trial","28863316"
"2512","randomized controlled trial","28863298"
"2513","randomized controlled trial","28863074"
"2514","randomized controlled trial","28861729"
"2515","randomized controlled trial","28859993"
"2516","randomized controlled trial","28859184"
"2517","randomized controlled trial","28858567"
"2518","randomized controlled trial","28858387"
"2519","randomized controlled trial","28857909"
"2520","randomized controlled trial","28857848"
"2521","randomized controlled trial","28857839"
"2522","randomized controlled trial","28857461"
"2523","randomized controlled trial","28856661"
"2524","randomized controlled trial","28853340"
"2525","randomized controlled trial","28852839"
"2526","randomized controlled trial","28851559"
"2527","randomized controlled trial","28849779"
"2528","randomized controlled trial","28847751"
"2529","randomized controlled trial","28847468"
"2530","randomized controlled trial","28846563"
"2531","randomized controlled trial","28846562"
"2532","randomized controlled trial","28844767"
"2533","randomized controlled trial","28844333"
"2534","randomized controlled trial","28843974"
"2535","randomized controlled trial","28843973"
"2536","randomized controlled trial","28843487"
"2537","randomized controlled trial","28843486"
"2538","randomized controlled trial","28843079"
"2539","randomized controlled trial","28843034"
"2540","randomized controlled trial","28843031"
"2541","randomized controlled trial","28842997"
"2542","randomized controlled trial","28842994"
"2543","randomized controlled trial","28840750"
"2544","randomized controlled trial","28840591"
"2545","randomized controlled trial","28840431"
"2546","randomized controlled trial","28838010"
"2547","randomized controlled trial","28837819"
"2548","randomized controlled trial","28836577"
"2549","randomized controlled trial","28836373"
"2550","randomized controlled trial","28836154"
"2551","randomized controlled trial","28835153"
"2552","randomized controlled trial","28834822"
"2553","randomized controlled trial","28834086"
"2554","randomized controlled trial","28834008"
"2555","randomized controlled trial","28833808"
"2556","randomized controlled trial","28833787"
"2557","randomized controlled trial","28833613"
"2558","randomized controlled trial","28833240"
"2559","randomized controlled trial","28832750"
"2560","randomized controlled trial","28832393"
"2561","randomized controlled trial","28832365"
"2562","randomized controlled trial","28832089"
"2563","randomized controlled trial","28831616"
"2564","randomized controlled trial","28829958"
"2565","randomized controlled trial","28829923"
"2566","randomized controlled trial","28827103"
"2567","randomized controlled trial","28826957"
"2568","randomized controlled trial","28826229"
"2569","randomized controlled trial","28825125"
"2570","randomized controlled trial","28823697"
"2571","randomized controlled trial","28822586"
"2572","randomized controlled trial","28816554"
"2573","randomized controlled trial","28816373"
"2574","randomized controlled trial","28816033"
"2575","randomized controlled trial","28816026"
"2576","randomized controlled trial","28815997"
"2577","randomized controlled trial","28815717"
"2578","randomized controlled trial","28815689"
"2579","randomized controlled trial","28815643"
"2580","randomized controlled trial","28815639"
"2581","randomized controlled trial","28815560"
"2582","randomized controlled trial","28815341"
"2583","randomized controlled trial","28813701"
"2584","randomized controlled trial","28812132"
"2585","randomized controlled trial","28811354"
"2586","randomized controlled trial","28809582"
"2587","randomized controlled trial","28809383"
"2588","randomized controlled trial","28807738"
"2589","randomized controlled trial","28807645"
"2590","randomized controlled trial","28807519"
"2591","randomized controlled trial","28806275"
"2592","randomized controlled trial","28806104"
"2593","randomized controlled trial","28805281"
"2594","randomized controlled trial","28803704"
"2595","randomized controlled trial","28803691"
"2596","randomized controlled trial","28802777"
"2597","randomized controlled trial","28802628"
"2598","randomized controlled trial","28801967"
"2599","randomized controlled trial","28801309"
"2600","randomized controlled trial","28801122"
"2601","randomized controlled trial","28801083"
"2602","randomized controlled trial","28801001"
"2603","randomized controlled trial","28799963"
"2604","randomized controlled trial","28797704"
"2605","randomized controlled trial","28797312"
"2606","randomized controlled trial","28796989"
"2607","randomized controlled trial","28796128"
"2608","randomized controlled trial","28793834"
"2609","randomized controlled trial","28793816"
"2610","randomized controlled trial","28791808"
"2611","randomized controlled trial","28791802"
"2612","randomized controlled trial","28787749"
"2613","randomized controlled trial","28787388"
"2614","randomized controlled trial","28787186"
"2615","randomized controlled trial","28786494"
"2616","randomized controlled trial","28784273"
"2617","randomized controlled trial","28783867"
"2618","randomized controlled trial","28783865"
"2619","randomized controlled trial","28782541"
"2620","randomized controlled trial","28782380"
"2621","randomized controlled trial","28782306"
"2622","randomized controlled trial","28782145"
"2623","randomized controlled trial","28781219"
"2624","randomized controlled trial","28780493"
"2625","randomized controlled trial","28780214"
"2626","randomized controlled trial","28778685"
"2627","randomized controlled trial","28777385"
"2628","randomized controlled trial","28777246"
"2629","randomized controlled trial","28776276"
"2630","randomized controlled trial","28772248"
"2631","randomized controlled trial","28772105"
"2632","randomized controlled trial","28772092"
"2633","randomized controlled trial","28771784"
"2634","randomized controlled trial","28771064"
"2635","randomized controlled trial","28767271"
"2636","randomized controlled trial","28766976"
"2637","randomized controlled trial","28766913"
"2638","randomized controlled trial","28764888"
"2639","randomized controlled trial","28763575"
"2640","randomized controlled trial","28763401"
"2641","randomized controlled trial","28762592"
"2642","randomized controlled trial","28758320"
"2643","randomized controlled trial","28756402"
"2644","randomized controlled trial","28756115"
"2645","randomized controlled trial","28756042"
"2646","randomized controlled trial","28755054"
"2647","randomized controlled trial","28754540"
"2648","randomized controlled trial","28753822"
"2649","randomized controlled trial","28753179"
"2650","randomized controlled trial","28753047"
"2651","randomized controlled trial","28753030"
"2652","randomized controlled trial","28752837"
"2653","randomized controlled trial","28752645"
"2654","randomized controlled trial","28752580"
"2655","randomized controlled trial","28751267"
"2656","randomized controlled trial","28749158"
"2657","randomized controlled trial","28748706"
"2658","randomized controlled trial","28748705"
"2659","randomized controlled trial","28746738"
"2660","randomized controlled trial","28746262"
"2661","randomized controlled trial","28744941"
"2662","randomized controlled trial","28742609"
"2663","randomized controlled trial","28741729"
"2664","randomized controlled trial","28741238"
"2665","randomized controlled trial","28741175"
"2666","randomized controlled trial","28741134"
"2667","randomized controlled trial","28737971"
"2668","randomized controlled trial","28737464"
"2669","randomized controlled trial","28737251"
"2670","randomized controlled trial","28735681"
"2671","randomized controlled trial","28735036"
"2672","randomized controlled trial","28734971"
"2673","randomized controlled trial","28734623"
"2674","randomized controlled trial","28731780"
"2675","randomized controlled trial","28729180"
"2676","randomized controlled trial","28729040"
"2677","randomized controlled trial","28727183"
"2678","randomized controlled trial","28726810"
"2679","randomized controlled trial","28726590"
"2680","randomized controlled trial","28726359"
"2681","randomized controlled trial","28724338"
"2682","randomized controlled trial","28724200"
"2683","randomized controlled trial","28723587"
"2684","randomized controlled trial","28722271"
"2685","randomized controlled trial","28722167"
"2686","randomized controlled trial","28722030"
"2687","randomized controlled trial","28720423"
"2688","randomized controlled trial","28719996"
"2689","randomized controlled trial","28719982"
"2690","randomized controlled trial","28719594"
"2691","randomized controlled trial","28719029"
"2692","randomized controlled trial","28719014"
"2693","randomized controlled trial","28718904"
"2694","randomized controlled trial","28717981"
"2695","randomized controlled trial","28715806"
"2696","randomized controlled trial","28715800"
"2697","randomized controlled trial","28715272"
"2698","randomized controlled trial","28715141"
"2699","randomized controlled trial","28714526"
"2700","randomized controlled trial","28712955"
"2701","randomized controlled trial","28712686"
"2702","randomized controlled trial","28712681"
"2703","randomized controlled trial","28712467"
"2704","randomized controlled trial","28711472"
"2705","randomized controlled trial","28710899"
"2706","randomized controlled trial","28710873"
"2707","randomized controlled trial","28709817"
"2708","randomized controlled trial","28708716"
"2709","randomized controlled trial","28708705"
"2710","randomized controlled trial","28708221"
"2711","randomized controlled trial","28705451"
"2712","randomized controlled trial","28704584"
"2713","randomized controlled trial","28703491"
"2714","randomized controlled trial","28702800"
"2715","randomized controlled trial","28698133"
"2716","randomized controlled trial","28696047"
"2717","randomized controlled trial","28695977"
"2718","randomized controlled trial","28695791"
"2719","randomized controlled trial","28695457"
"2720","randomized controlled trial","28692567"
"2721","randomized controlled trial","28692182"
"2722","randomized controlled trial","28691186"
"2723","randomized controlled trial","28687911"
"2724","randomized controlled trial","28687482"
"2725","randomized controlled trial","28686338"
"2726","randomized controlled trial","28685892"
"2727","randomized controlled trial","28681996"
"2728","randomized controlled trial","28681988"
"2729","randomized controlled trial","28681986"
"2730","randomized controlled trial","28679200"
"2731","randomized controlled trial","28678568"
"2732","randomized controlled trial","28678033"
"2733","randomized controlled trial","28676957"
"2734","randomized controlled trial","28675941"
"2735","randomized controlled trial","28675892"
"2736","randomized controlled trial","28675812"
"2737","randomized controlled trial","28673805"
"2738","randomized controlled trial","28672136"
"2739","randomized controlled trial","28671938"
"2740","randomized controlled trial","28671753"
"2741","randomized controlled trial","28671712"
"2742","randomized controlled trial","28671553"
"2743","randomized controlled trial","28671336"
"2744","randomized controlled trial","28669789"
"2745","randomized controlled trial","28669575"
"2746","randomized controlled trial","28669554"
"2747","randomized controlled trial","28669360"
"2748","randomized controlled trial","28669329"
"2749","randomized controlled trial","28668204"
"2750","randomized controlled trial","28666964"
"2751","randomized controlled trial","28665513"
"2752","randomized controlled trial","28665227"
"2753","randomized controlled trial","28661585"
"2754","randomized controlled trial","28657798"
"2755","randomized controlled trial","28653394"
"2756","randomized controlled trial","28653239"
"2757","randomized controlled trial","28652127"
"2758","randomized controlled trial","28651779"
"2759","randomized controlled trial","28650857"
"2760","randomized controlled trial","28649755"
"2761","randomized controlled trial","28646804"
"2762","randomized controlled trial","28646591"
"2763","randomized controlled trial","28646527"
"2764","randomized controlled trial","28645542"
"2765","randomized controlled trial","28643570"
"2766","randomized controlled trial","28643477"
"2767","randomized controlled trial","28643425"
"2768","randomized controlled trial","28643356"
"2769","randomized controlled trial","28643066"
"2770","randomized controlled trial","28643056"
"2771","randomized controlled trial","28643052"
"2772","randomized controlled trial","28641496"
"2773","randomized controlled trial","28640990"
"2774","randomized controlled trial","28639841"
"2775","randomized controlled trial","28637521"
"2776","randomized controlled trial","28636433"
"2777","randomized controlled trial","28635021"
"2778","randomized controlled trial","28635018"
"2779","randomized controlled trial","28634002"
"2780","randomized controlled trial","28634000"
"2781","randomized controlled trial","28633534"
"2782","randomized controlled trial","28632915"
"2783","randomized controlled trial","28632529"
"2784","randomized controlled trial","28629270"
"2785","randomized controlled trial","28629269"
"2786","randomized controlled trial","28629268"
"2787","randomized controlled trial","28627737"
"2788","randomized controlled trial","28627254"
"2789","randomized controlled trial","28627036"
"2790","randomized controlled trial","28624553"
"2791","randomized controlled trial","28623414"
"2792","randomized controlled trial","28622048"
"2793","randomized controlled trial","28619486"
"2794","randomized controlled trial","28618198"
"2795","randomized controlled trial","28617002"
"2796","randomized controlled trial","28614492"
"2797","randomized controlled trial","28610897"
"2798","randomized controlled trial","28610442"
"2799","randomized controlled trial","28609578"
"2800","randomized controlled trial","28608523"
"2801","randomized controlled trial","28605819"
"2802","randomized controlled trial","28605158"
"2803","randomized controlled trial","28602935"
"2804","randomized controlled trial","28602646"
"2805","randomized controlled trial","28598775"
"2806","randomized controlled trial","28593748"
"2807","randomized controlled trial","28592888"
"2808","randomized controlled trial","28592218"
"2809","randomized controlled trial","28591084"
"2810","randomized controlled trial","28590157"
"2811","randomized controlled trial","28586771"
"2812","randomized controlled trial","28580791"
"2813","randomized controlled trial","28579349"
"2814","randomized controlled trial","28578544"
"2815","randomized controlled trial","28577171"
"2816","randomized controlled trial","28574780"
"2817","randomized controlled trial","28567530"
"2818","randomized controlled trial","28567529"
"2819","randomized controlled trial","28563995"
"2820","randomized controlled trial","28562435"
"2821","randomized controlled trial","28560502"
"2822","randomized controlled trial","28556598"
"2823","randomized controlled trial","28555939"
"2824","randomized controlled trial","28554739"
"2825","randomized controlled trial","28554173"
"2826","randomized controlled trial","28553835"
"2827","randomized controlled trial","28552588"
"2828","randomized controlled trial","28551060"
"2829","randomized controlled trial","28549873"
"2830","randomized controlled trial","28546012"
"2831","randomized controlled trial","28544276"
"2832","randomized controlled trial","28544238"
"2833","randomized controlled trial","28543751"
"2834","randomized controlled trial","28543407"
"2835","randomized controlled trial","28540562"
"2836","randomized controlled trial","28537088"
"2837","randomized controlled trial","28528536"
"2838","randomized controlled trial","28527751"
"2839","randomized controlled trial","28527615"
"2840","randomized controlled trial","28526210"
"2841","randomized controlled trial","28525723"
"2842","randomized controlled trial","28524358"
"2843","randomized controlled trial","28516874"
"2844","randomized controlled trial","28514320"
"2845","randomized controlled trial","28514231"
"2846","randomized controlled trial","28513238"
"2847","randomized controlled trial","28508936"
"2848","randomized controlled trial","28507219"
"2849","randomized controlled trial","28505292"
"2850","randomized controlled trial","28503827"
"2851","randomized controlled trial","28501869"
"2852","randomized controlled trial","28498035"
"2853","randomized controlled trial","28495209"
"2854","randomized controlled trial","28489682"
"2855","randomized controlled trial","28486647"
"2856","randomized controlled trial","28481837"
"2857","randomized controlled trial","28481825"
"2858","randomized controlled trial","28481823"
"2859","randomized controlled trial","28480984"
"2860","randomized controlled trial","28479329"
"2861","randomized controlled trial","28478985"
"2862","randomized controlled trial","28478984"
"2863","randomized controlled trial","28478785"
"2864","randomized controlled trial","28476259"
"2865","randomized controlled trial","28476062"
"2866","randomized controlled trial","28474341"
"2867","randomized controlled trial","28466661"
"2868","randomized controlled trial","28466569"
"2869","randomized controlled trial","28464496"
"2870","randomized controlled trial","28464434"
"2871","randomized controlled trial","28464426"
"2872","randomized controlled trial","28464331"
"2873","randomized controlled trial","28464312"
"2874","randomized controlled trial","28459350"
"2875","randomized controlled trial","28456615"
"2876","randomized controlled trial","28455159"
"2877","randomized controlled trial","28453868"
"2878","randomized controlled trial","28448426"
"2879","randomized controlled trial","28440680"
"2880","randomized controlled trial","28440669"
"2881","randomized controlled trial","28439928"
"2882","randomized controlled trial","28438435"
"2883","randomized controlled trial","28436380"
"2884","randomized controlled trial","28429883"
"2885","randomized controlled trial","28429843"
"2886","randomized controlled trial","28429377"
"2887","randomized controlled trial","28426917"
"2888","randomized controlled trial","28422579"
"2889","randomized controlled trial","28422544"
"2890","randomized controlled trial","28422539"
"2891","randomized controlled trial","28422520"
"2892","randomized controlled trial","28419732"
"2893","randomized controlled trial","28419624"
"2894","randomized controlled trial","28419379"
"2895","randomized controlled trial","28415143"
"2896","randomized controlled trial","28415135"
"2897","randomized controlled trial","28414546"
"2898","randomized controlled trial","28409566"
"2899","randomized controlled trial","28408059"
"2900","randomized controlled trial","28407338"
"2901","randomized controlled trial","28404217"
"2902","randomized controlled trial","28403569"
"2903","randomized controlled trial","28401617"
"2904","randomized controlled trial","28401587"
"2905","randomized controlled trial","28399334"
"2906","randomized controlled trial","28394491"
"2907","randomized controlled trial","28394012"
"2908","randomized controlled trial","28387833"
"2909","randomized controlled trial","28378441"
"2910","randomized controlled trial","28374931"
"2911","randomized controlled trial","28374218"
"2912","randomized controlled trial","28371567"
"2913","randomized controlled trial","28371461"
"2914","randomized controlled trial","28370973"
"2915","randomized controlled trial","28370327"
"2916","randomized controlled trial","28367771"
"2917","randomized controlled trial","28365809"
"2918","randomized controlled trial","28361171"
"2919","randomized controlled trial","28353542"
"2920","randomized controlled trial","28353023"
"2921","randomized controlled trial","28353022"
"2922","randomized controlled trial","28350567"
"2923","randomized controlled trial","28345173"
"2924","randomized controlled trial","28345160"
"2925","randomized controlled trial","28340011"
"2926","randomized controlled trial","28338406"
"2927","randomized controlled trial","28332886"
"2928","randomized controlled trial","28332246"
"2929","randomized controlled trial","28325622"
"2930","randomized controlled trial","28324920"
"2931","randomized controlled trial","28320603"
"2932","randomized controlled trial","28318835"
"2933","randomized controlled trial","28316267"
"2934","randomized controlled trial","28303758"
"2935","randomized controlled trial","28303670"
"2936","randomized controlled trial","28303421"
"2937","randomized controlled trial","28298031"
"2938","randomized controlled trial","28296349"
"2939","randomized controlled trial","28296201"
"2940","randomized controlled trial","28296012"
"2941","randomized controlled trial","28295686"
"2942","randomized controlled trial","28292572"
"2943","randomized controlled trial","28292532"
"2944","randomized controlled trial","28287920"
"2945","randomized controlled trial","28282746"
"2946","randomized controlled trial","28282743"
"2947","randomized controlled trial","28272119"
"2948","randomized controlled trial","28263039"
"2949","randomized controlled trial","28261997"
"2950","randomized controlled trial","28256305"
"2951","randomized controlled trial","28252881"
"2952","randomized controlled trial","28251804"
"2953","randomized controlled trial","28237072"
"2954","randomized controlled trial","28234714"
"2955","randomized controlled trial","28224644"
"2956","randomized controlled trial","28224313"
"2957","randomized controlled trial","28222574"
"2958","randomized controlled trial","28222446"
"2959","randomized controlled trial","28214596"
"2960","randomized controlled trial","28206715"
"2961","randomized controlled trial","28195977"
"2962","randomized controlled trial","28190003"
"2963","randomized controlled trial","28181266"
"2964","randomized controlled trial","28158582"
"2965","randomized controlled trial","28158421"
"2966","randomized controlled trial","28156253"
"2967","randomized controlled trial","28140705"
"2968","randomized controlled trial","28138753"
"2969","randomized controlled trial","28135880"
"2970","randomized controlled trial","28135841"
"2971","randomized controlled trial","28135225"
"2972","randomized controlled trial","28134983"
"2973","randomized controlled trial","28125330"
"2974","randomized controlled trial","28125252"
"2975","randomized controlled trial","28124799"
"2976","randomized controlled trial","28118307"
"2977","randomized controlled trial","28117627"
"2978","randomized controlled trial","28111929"
"2979","randomized controlled trial","28109045"
"2980","randomized controlled trial","28107273"
"2981","randomized controlled trial","28103427"
"2982","randomized controlled trial","28103110"
"2983","randomized controlled trial","28097630"
"2984","randomized controlled trial","28094873"
"2985","randomized controlled trial","28092139"
"2986","randomized controlled trial","28084119"
"2987","randomized controlled trial","28082115"
"2988","randomized controlled trial","28075038"
"2989","randomized controlled trial","28074421"
"2990","randomized controlled trial","28072611"
"2991","randomized controlled trial","28067467"
"2992","randomized controlled trial","28065207"
"2993","randomized controlled trial","28063075"
"2994","randomized controlled trial","28056569"
"2995","randomized controlled trial","28032813"
"2996","randomized controlled trial","28027911"
"2997","randomized controlled trial","28027682"
"2998","randomized controlled trial","28011799"
"2999","randomized controlled trial","28004473"
"3000","randomized controlled trial","28001493"
"3001","randomized controlled trial","27992296"
"3002","randomized controlled trial","27992260"
"3003","randomized controlled trial","27992256"
"3004","randomized controlled trial","27977223"
"3005","randomized controlled trial","27960578"
"3006","randomized controlled trial","27927036"
"3007","randomized controlled trial","27903827"
"3008","randomized controlled trial","27895238"
"3009","randomized controlled trial","27893474"
"3010","randomized controlled trial","27892822"
"3011","randomized controlled trial","27875287"
"3012","randomized controlled trial","27868194"
"3013","randomized controlled trial","27849419"
"3014","randomized controlled trial","27820726"
"3015","randomized controlled trial","27817096"
"3016","randomized controlled trial","27817095"
"3017","randomized controlled trial","27802155"
"3018","randomized controlled trial","27798291"
"3019","randomized controlled trial","27793072"
"3020","randomized controlled trial","27789050"
"3021","randomized controlled trial","27759614"
"3022","randomized controlled trial","27762041"
"3023","randomized controlled trial","27759623"
"3024","randomized controlled trial","27758064"
"3025","randomized controlled trial","27742775"
"3026","randomized controlled trial","27681227"
"3027","randomized controlled trial","27673505"
"3028","randomized controlled trial","27670767"
"3029","randomized controlled trial","27657351"
"3030","randomized controlled trial","27652679"
"3031","randomized controlled trial","27634838"
"3032","randomized controlled trial","27599818"
"3033","randomized controlled trial","27560256"
"3034","randomized controlled trial","27533623"
"3035","randomized controlled trial","27530927"
"3036","randomized controlled trial","27530332"
"3037","randomized controlled trial","27520015"
"3038","randomized controlled trial","27491344"
"3039","randomized controlled trial","27464622"
"3040","randomized controlled trial","27442606"
"3041","randomized controlled trial","27283375"
"3042","randomized controlled trial","27273863"
"3043","randomized controlled trial","27240198"
"3044","randomized controlled trial","27168018"
"3045","randomized controlled trial","26936232"
"3046","randomized controlled trial","26760574"
"3047","randomized controlled trial","26726854"
"3048","randomized controlled trial","28273752"
"3049","randomized controlled trial","26588236"
"3050","randomized controlled trial","26535989"
"3051","randomized controlled trial","26398184"
"3052","randomized controlled trial","25376194"
"3053","randomized controlled trial","24681899"
